gorovje,izhodišče,višina_izhodišča,cilj,višina_cilja,opomba_poti,čas_hoje,zahtevnost,višinska_razlika_po_poti,število_ogledov,ocena,število_glasov,širina_cilja,dolžina_cilja,vrsta_cilja
Julijske Alpe,Trenta,620,Zasavska koča na Prehodavcih,2071,,255,lahka označena pot,1451,37660,8,3,"46,35856","13,79209","vrh, koča, bivak"
Julijske Alpe,Koča pri Savici,653,Zasavska koča na Prehodavcih,2071,,300,zahtevna označena pot,1500,28710,9,4,"46,35856","13,79209","vrh, koča, bivak"
Julijske Alpe,Zadnjica,650,Zasavska koča na Prehodavcih,2071,,255,lahka označena pot,1421,40709,9,7,"46,35856","13,79209","vrh, koča, bivak"
Julijske Alpe,Planina Blato,1147,Zasavska koča na Prehodavcih,2071,čez Prode,315,lahka označena pot,1150,20349,9,7,"46,35856","13,79209","vrh, koča, bivak"
Julijske Alpe,Planina Blato,1147,Zasavska koča na Prehodavcih,2071,čez Štapce,315,delno zahtevna označena pot,1250,14355,9,3,"46,35856","13,79209","vrh, koča, bivak"
Julijske Alpe,Planina Blato,1147,Zasavska koča na Prehodavcih,2071,Za Kopico,300,lahka označena pot,1250,33757,9,3,"46,35856","13,79209","vrh, koča, bivak"
Julijske Alpe,Zadnjica,650,Zasavska koča na Prehodavcih,2071,pot Mire Marko Debelakove,390,zelo zahtevna označena pot,1600,10732,10,2,"46,35856","13,79209","vrh, koča, bivak"
Julijske Alpe,Vršič,1611,Prisank / Prisojnik,2547,Jubilejna pot,360,zelo zahtevna označena pot,1350,44308,10,5,"46,42464","13,76974",vrh
Julijske Alpe,Vršič,1611,Prisank / Prisojnik,2547,Grebenska pot,210,zelo zahtevna označena pot,1000,69005,8,10,"46,42464","13,76974",vrh
Julijske Alpe,Vršič,1611,Prisank / Prisojnik,2547,Slovenska pot,210,zahtevna označena pot,1000,107270,8,6,"46,42464","13,76974",vrh
Julijske Alpe,Vršič,1611,Prisank / Prisojnik,2547,Kopiščarjeva pot,230,zelo zahtevna označena pot,1000,135302,10,19,"46,42464","13,76974",vrh
Julijske Alpe,Koča na Gozdu,1226,Prisank / Prisojnik,2547,Hanzova pot,300,zelo zahtevna označena pot,1350,67609,10,7,"46,42464","13,76974",vrh
Julijske Alpe,Pogačnikov dom na Kriških podih,2050,Prisank / Prisojnik,2547,,330,zelo zahtevna označena pot,900,5532,10,1,"46,42464","13,76974",vrh
Julijske Alpe,Erjavčeva koča na Vršiču,1525,Prisank / Prisojnik,2547,Kopiščarjeva pot,240,zelo zahtevna označena pot,1035,2140,8,3,"46,42464","13,76974",vrh
Julijske Alpe,Erjavčeva koča na Vršiču,1525,Prisank / Prisojnik,2547,Grebenska pot,225,zelo zahtevna označena pot,1035,1540,10,1,"46,42464","13,76974",vrh
Julijske Alpe,Erjavčeva koča na Vršiču,1525,Prisank / Prisojnik,2547,Slovenska pot,225,zahtevna označena pot,1035,2030,9,1,"46,42464","13,76974",vrh
Julijske Alpe,Erjavčeva koča na Vršiču,1525,Prisank / Prisojnik,2547,čez Kajzljevo škrbino,300,zelo zahtevna označena pot,1100,600,10,2,"46,42464","13,76974",vrh
Julijske Alpe,Erjavčeva koča na Vršiču,1525,Prisank / Prisojnik,2547,Jubilejna pot,375,zelo zahtevna označena pot,1365,1080,10,1,"46,42464","13,76974",vrh
Julijske Alpe,Vršič,1611,Prisank / Prisojnik,2547,čez Kajzljevo škrbino,285,zelo zahtevna označena pot,1085,1540,10,2,"46,42464","13,76974",vrh
Julijske Alpe,Koča pri Savici,653,Zeleni vrh,2052,mimo Doma na Komni in čez Škrbino,380,delno zahtevna označena pot,1650,3114,9,1,"46,2608","13,7635",vrh
Julijske Alpe,Ukanc,570,Zeleni vrh,2052,,305,"lahka neoznačena steza, delno zahtevna označena pot",1525,3023,9,1,"46,2608","13,7635",vrh
Julijske Alpe,Planina Kuk,1150,Zeleni vrh,2052,,245,delno zahtevna označena pot,1000,4297,9,1,"46,2608","13,7635",vrh
Julijske Alpe,Ski hotel Vogel,1540,Zeleni vrh,2052,,310,delno zahtevna označena pot,925,2924,9,1,"46,2608","13,7635",vrh
Julijske Alpe,Tolminske Ravne,924,Zeleni vrh,2052,čez planino Razor,260,zahtevna označena pot,1245,430,10,1,"46,2608","13,7635",vrh
Julijske Alpe,Aljažev dom v Vratih,1015,Rogljica,2547,zahodna pot,315,zelo zahtevno brezpotje,1532,9772,8,2,"46,42795","13,81129",vrh
Julijske Alpe,Aljažev dom v Vratih,1015,Škrlatica,2740,,360,zelo zahtevna označena pot,1800,160730,9,19,"46,43277","13,82114",vrh
Julijske Alpe,Ruski križ,1000,Škrlatica,2740,čez Kriško steno,450,zelo zahtevna označena pot,2250,30429,8,2,"46,43277","13,82114",vrh
Julijske Alpe,Zadnjica,650,Škrlatica,2740,,525,zelo zahtevna označena pot,2440,23722,9,2,"46,43277","13,82114",vrh
Julijske Alpe,Gozd Martuljek ,750,Škrlatica,2740,grebensko prečenje Mali Oltar-Škrlatica,870,alpinistični vzpon,3800,14893,10,9,"46,43277","13,82114",vrh
Julijske Alpe,Dolina Kot,950,Dom Valentina Staniča pod Triglavom,2332,,240,delno zahtevna označena pot,1382,21034,8,3,"46,38703","13,85984","koča, bivak"
Julijske Alpe,Aljažev dom v Vratih,1015,Dom Valentina Staniča pod Triglavom,2332,čez Prag,270,zahtevna označena pot,1317,9793,7,3,"46,38703","13,85984","koča, bivak"
Julijske Alpe,Aljažev dom v Vratih,1015,Dom Valentina Staniča pod Triglavom,2332,Tominškova pot,260,zelo zahtevna označena pot,1317,11701,8,3,"46,38703","13,85984","koča, bivak"
Julijske Alpe,Dolina Krma,944,Dom Valentina Staniča pod Triglavom,2332,,315,lahka označena pot,1500,24775,9,3,"46,38703","13,85984","koča, bivak"
Julijske Alpe,Konec ceste na Pokljuki,1340,Dom Valentina Staniča pod Triglavom,2332,,360,zahtevna označena pot,1200,7271,9,1,"46,38703","13,85984","koča, bivak"
Julijske Alpe, Dolina Krma,944,Dom Valentina Staniča pod Triglavom,2332,skozi Travno dolino,300,lahka neoznačena steza,1415,6573,5,2,"46,38703","13,85984","koča, bivak"
Julijske Alpe,Uskovnica ,1076,Dom Valentina Staniča pod Triglavom,2332,čez planino Spodnji Tosc,395,zahtevna označena pot,1515,390,10,1,"46,38703","13,85984","koča, bivak"
Julijske Alpe,Uskovnica ,1215,Dom Valentina Staniča pod Triglavom,2332,čez planino Spodnji Tosc,390,zahtevna označena pot,1400,410,10,2,"46,38703","13,85984","koča, bivak"
Julijske Alpe,Turkov rovt ,941,Dom Valentina Staniča pod Triglavom,2332,snežni pristop,250,lahko brezpotje,1391,6732,6,4,"46,38703","13,85984","koča, bivak"
Julijske Alpe,Zadnjica,650,Vodnikov Vršac (Vršac nad Zadnjico),2194,,295,lahko brezpotje,1600,5032,9,2,"46,36306","13,79715",vrh
Julijske Alpe,Zadnjica,650,Vodnikov Vršac (Vršac nad Zadnjico),2194,pot Mire Marko Debelakove,395,"zelo zahtevna označena pot, lahko brezpotje",1650,3421,10,1,"46,36306","13,79715",vrh
Julijske Alpe,Trenta,620,Vodnikov Vršac (Vršac nad Zadnjico),2194,,295,lahko brezpotje,1630,600,10,1,"46,36306","13,79715",vrh
Julijske Alpe,Loška Koritnica,780,Zavetišče pod Špičkom,2064,,300,zelo zahtevna označena pot,1500,4560,8,2,"46,41015","13,67785","koča, bivak"
Julijske Alpe,Bavšica,698,Zavetišče pod Špičkom,2064,,345,zelo zahtevna označena pot,1600,5691,9,1,"46,41015","13,67785","koča, bivak"
Julijske Alpe,Flori,900,Zavetišče pod Špičkom,2064,,210,lahka označena pot,1164,16511,8,3,"46,41015","13,67785","koča, bivak"
Julijske Alpe,Vršič,1611,Zavetišče pod Špičkom,2064,,240,lahka označena pot,800,23207,9,5,"46,41015","13,67785","koča, bivak"
Julijske Alpe,Poldov rovt ,941,Bivak na Jezerih,2118,,240,zahtevna neoznačena steza,1177,14410,9,4,"46,43367","13,83861",bivak
Julijske Alpe,Poldov  rovt ,941,Dovški križ,2542,čez Brinje,345,zelo zahtevna neoznačena steza,1601,10503,9,1,"46,44081","13,8422",vrh
Julijske Alpe,Poldov  rovt ,941,Dovški križ,2542,mimo bivaka,330,zelo zahtevna neoznačena steza,1601,22261,8,4,"46,44081","13,8422",vrh
Julijske Alpe,Vršič,1611,Mala Mojstrovka,2332,Hanzova pot,135,zelo zahtevna označena pot,721,132967,9,4,"46,43725","13,73111",vrh
Julijske Alpe,Vršič,1611,Mala Mojstrovka,2332,čez Šitno glavo,135,"lahka neoznačena steza, zahtevna označena pot",721,24817,9,1,"46,43725","13,73111",vrh
Julijske Alpe,Vršič,1611,Mala Mojstrovka,2332,južna pot,135,delno zahtevna označena pot,721,92371,8,14,"46,43725","13,73111",vrh
Julijske Alpe,Dom v Planici,834,Mala Mojstrovka,2332,skozi Grlo,285,zelo zahtevna označena pot,1500,10532,10,1,"46,43725","13,73111",vrh
Julijske Alpe,Erjavčeva koča na Vršiču,1525,Mala Mojstrovka,2332,Hanzova pot,145,zelo zahtevna označena pot,807,4802,10,1,"46,43725","13,73111",vrh
Julijske Alpe,Aljažev dom v Vratih ,1015,Spodnji Rokav,2500,Potočnik - Tominšek,300,alpinistični vzpon,1500,5816,7,3,"46,43063","13,82878",vrh
Julijske Alpe,Rudno polje,1347,Triglavski dom na Kredarici,2515,,320,zahtevna označena pot,1500,17192,8,1,"46,37891","13,84928","vrh, koča, cerkev"
Julijske Alpe, Aljažev dom v Vratih,1015,Triglavski dom na Kredarici,2515,Tominškova pot,290,zelo zahtevna označena pot,1500,20681,8,6,"46,37891","13,84928","vrh, koča, cerkev"
Julijske Alpe,Aljažev dom v Vratih,1015,Triglavski dom na Kredarici,2515,čez Prag,300,zahtevna označena pot,1500,17286,8,3,"46,37891","13,84928","vrh, koča, cerkev"
Julijske Alpe,Dolina Kot,950,Triglavski dom na Kredarici,2515,,300,zahtevna označena pot,1700,15742,9,3,"46,37891","13,84928","vrh, koča, cerkev"
Julijske Alpe,Dolina Krma,944,Triglavski dom na Kredarici,2515,,300,lahka označena pot,1571,78816,7,5,"46,37891","13,84928","vrh, koča, cerkev"
Julijske Alpe,Konec ceste na Pokljuki,1340,Triglavski dom na Kredarici,2515,,300,zahtevna označena pot,1400,15807,9,3,"46,37891","13,84928","vrh, koča, cerkev"
Julijske Alpe,Zadnjica,650,Triglavski dom na Kredarici,2515,,450,zahtevna označena pot,1990,7149,9,1,"46,37891","13,84928","vrh, koča, cerkev"
Julijske Alpe,Uskovnica ,1076,Triglavski dom na Kredarici,2515,čez planino Spodnji Tosc,335,zahtevna označena pot,1640,550,10,1,"46,37891","13,84928","vrh, koča, cerkev"
Julijske Alpe,Uskovnica ,1215,Triglavski dom na Kredarici,2515,čez planino Spodnji Tosc,330,zahtevna označena pot,1525,350,10,1,"46,37891","13,84928","vrh, koča, cerkev"
Julijske Alpe,Drežniške Ravne,750,Lopatnik,2012,,180,lahka označena pot,1262,8021,8,5,"46,2868","13,6493",vrh
Julijske Alpe,Gozd Martuljek,750,Rigljica,2074,normalni pristop,300,alpinistični vzpon,1500,6542,10,5,"46,4581","13,80653",vrh
Julijske Alpe,Rudno polje,1347,Mali Draški vrh,2132,skozi Zgornji Razor,215,zahtevna neoznačena steza,860,5080,9,1,"46,36324","13,89252",vrh
Julijske Alpe,Konec ceste na Pokljuki,1340,Mali Draški vrh,2132,,155,zahtevna neoznačena steza,800,8039,9,1,"46,36324","13,89252",vrh
Julijske Alpe,Rudno polje,1347,Mali Draški vrh,2132,čez Kačji rob,155,zahtevna neoznačena steza,785,12822,8,2,"46,36324","13,89252",vrh
Julijske Alpe,Rudno polje,1347,Mali Draški vrh,2132,čez Jezerce in Srenjski preval,155,zahtevna neoznačena steza,815,2727,10,1,"46,36324","13,89252",vrh
Julijske Alpe,Uskovnica ,1215,Mali Draški vrh,2132,,190,zahtevna neoznačena steza,967,330,10,1,"46,36324","13,89252",vrh
Julijske Alpe,Uskovnica ,1076,Mali Draški vrh,2132,,210,zahtevna neoznačena steza,1080,440,10,1,"46,36324","13,89252",vrh
Julijske Alpe,Srednja vas,583,Mali Draški vrh,2132,Za Ribnico,295,zahtevna neoznačena steza,1600,284,9,2,"46,36324","13,89252",vrh
Julijske Alpe,Rudno polje,1347,Mali Draški vrh,2132,čez Viševnik,165,zahtevna neoznačena steza,900,24708,7,6,"46,36324","13,89252",vrh
Julijske Alpe,Aljažev dom v Vratih,1015,Križ,2410,čez Stenarska vratca,285,zahtevna neoznačena steza,1425,5425,10,2,"46,41006","13,81101",vrh
Julijske Alpe,Ruski križ,1000,Križ,2410,krožna pot po kraljestvu Zlatoroga,720,zelo zahtevna označena pot,2766,7654,9,4,"46,41006","13,81101",vrh
Julijske Alpe,Zadnjica,650,Križ,2410,čez Bovška vratica,330,delno zahtevna označena pot,1760,15082,8,4,"46,41006","13,81101",vrh
Julijske Alpe,Aljažev dom v Vratih,1015,Križ,2410,čez Sovatno,300,zahtevna označena pot,1400,12972,7,4,"46,41006","13,81101",vrh
Julijske Alpe,Aljažev dom v Vratih,1015,Križ,2410,mimo bivaka na Rušju,270,delno zahtevna označena pot,1395,18831,9,5,"46,41006","13,81101",vrh
Julijske Alpe,Ruski križ,1000,Križ,2410,,285,zelo zahtevna označena pot,1490,11807,9,3,"46,41006","13,81101",vrh
Julijske Alpe,Pišnica,850,Križ,2410,,320,zelo zahtevna označena pot,1575,390,10,1,"46,41006","13,81101",vrh
Julijske Alpe,Zadnjica,650,Križ,2410,čez Dovška vrata,345,zahtevna označena pot,1790,8278,8,2,"46,41006","13,81101",vrh
Julijske Alpe,Gozdec,1065,Veliki Babanski Skedenj,2121,preko Ruše in čez sedlo Jezerca,210,delno zahtevna neoznačena pot,1056,2340,10,1,"46,3336","13,4612",vrh
Julijske Alpe,Zadnjica,650,Zgornje Kriško jezero,2158,,285,lahka neoznačena steza,1555,16187,8,6,"46,40847","13,80578",jezero
Julijske Alpe,Aljažev dom v Vratih,1015,Zgornje Kriško jezero,2158,mimo Pogačnikovega doma,315,lahka neoznačena steza,1350,8524,9,4,"46,40847","13,80578",jezero
Julijske Alpe,Stara Fužina,600,Jezerski Stog,2040,čez Krstenico,285,delno zahtevna neoznačena pot,1450,7282,7,2,"46,33838","13,8449",vrh
Julijske Alpe,Stara Fužina,600,Jezerski Stog,2040,čez planino pod Mišelj vrhom,330,"lahka označena pot, delno zahtevna neoznačena pot",1550,5358,7,1,"46,33838","13,8449",vrh
Julijske Alpe,Planina Blato,1147,Jezerski Stog,2040,,180,delno zahtevna neoznačena pot,1100,22736,9,2,"46,33838","13,8449",vrh
Julijske Alpe,Planina Blato,1147,Jezerski Stog,2040,čez planino pod Mišelj vrhom,240,delno zahtevna neoznačena pot,1115,1624,10,2,"46,33838","13,8449",vrh
Julijske Alpe,Konec ceste na Pokljuki,1340,Jezerski Stog,2040,,300,"lahka označena pot, delno zahtevna neoznačena pot",1100,840,10,1,"46,33838","13,8449",vrh
Julijske Alpe,Uskovnica ,1076,Jezerski Stog,2040,čez planino Spodnji Tosc,335,"zahtevna označena pot, delno zahtevna neoznačena pot",1305,294,10,1,"46,33838","13,8449",vrh
Julijske Alpe,Dolina Kot,950,Rž,2538,,285,zahtevno brezpotje,1588,11045,8,2,"46,38155","13,8591",vrh
Julijske Alpe,Dolina Krma,944,Rž,2538,,360,zahtevno brezpotje,1725,560,10,1,"46,38155","13,8591",vrh
Julijske Alpe, Aljažev dom v Vratih,1015,Rž,2538,Tominškova pot,305,zahtevno brezpotje,1523,8394,8,2,"46,38155","13,8591",vrh
Julijske Alpe,Aljažev dom v Vratih,1015,Rž,2538,čez Prag,315,zahtevno brezpotje,1523,7209,8,2,"46,38155","13,8591",vrh
Julijske Alpe,Dolina Krma,930,Brda,2008,,165,zahtevna označena pot,1078,8467,8,2,"46,38497","13,92546",vrh
Julijske Alpe,Planina Zajavornik,1292,Brda,2008,vzhodna pot,135,lahka označena pot,716,5753,9,2,"46,38497","13,92546",vrh
Julijske Alpe,Šport hotel,1280,Brda,2008,vzhodna pot,195,lahka označena pot,728,5267,9,1,"46,38497","13,92546",vrh
Julijske Alpe,Medvedova konta,1410,Brda,2008,zahodna pot,120,lahka označena pot,588,15924,8,1,"46,38497","13,92546",vrh
Julijske Alpe,Rudno polje,1347,Brda,2008,vzhodna pot,180,lahka označena pot,710,320,10,1,"46,38497","13,92546",vrh
Julijske Alpe,Rudno polje,1347,Brda,2008,zahodna pot,180,lahka označena pot,700,204,10,1,"46,38497","13,92546",vrh
Julijske Alpe,Pri Rupah,1350,Brda,2008,zahodna pot,120,lahka označena pot,660,210,10,1,"46,38497","13,92546",vrh
Julijske Alpe,Pri Rupah,1350,Brda,2008,vzhodna pot,120,lahka označena pot,670,257,10,1,"46,38497","13,92546",vrh
Julijske Alpe,Medvedova konta,1410,Brda,2008,vzhodna pot,120,lahka označena pot,598,9067,8,3,"46,38497","13,92546",vrh
Julijske Alpe,Ski hotel Vogel,1540,Podrta gora,2061,po Bohinjski planinski poti,280,zahtevno brezpotje,755,1550,10,2,"46,26114","13,76907",vrh
Julijske Alpe,Koča pri Savici,653,Podrta gora,2061,pristop po grebenu iz zahodne strani,420,zahtevno brezpotje,1408,620,9,3,"46,26114","13,76907",vrh
Julijske Alpe,Ski hotel Vogel,1540,Podrta gora,2061,po BPP pod Rušnatim vrhom in čez Mejo in Škrbino,290,"zelo zahtevna označena pot, zahtevno brezpotje",735,500,10,1,"46,26114","13,76907",vrh
Julijske Alpe,Dolina Krma,930,Rjavina,2532,čez Teme,320,zahtevno brezpotje,1230,13798,9,4,"46,39185","13,88088",vrh
Julijske Alpe,Dolina Kot,950,Rjavina,2532,plezalna pot,300,zelo zahtevna označena pot,1610,56030,10,13,"46,39185","13,88088",vrh
Julijske Alpe,Dolina Kot,950,Rjavina,2532,grebenska pot,360,zahtevna označena pot,1750,25980,9,3,"46,39185","13,88088",vrh
Julijske Alpe,Dolina Krma,930,Rjavina,2532,grebenska pot,405,zahtevna označena pot,1700,7365,10,1,"46,39185","13,88088",vrh
Julijske Alpe,Konec ceste na Pokljuki,1340,Rjavina,2532,,450,zahtevna označena pot,1400,6298,10,1,"46,39185","13,88088",vrh
Julijske Alpe,Dolina Kot,950,Rjavina,2532,grebensko prečenje Macesnovec-Rjavina,480,zelo zahtevno brezpotje,1750,7599,10,3,"46,39185","13,88088",vrh
Julijske Alpe,Rudno polje,1347,Rjavina,2532,,470,zahtevna označena pot,1450,2475,10,2,"46,39185","13,88088",vrh
Julijske Alpe,Aljažev dom v Vratih,1015,Rjavina,2532,čez Prag,390,zahtevna označena pot,1700,8910,9,2,"46,39185","13,88088",vrh
Julijske Alpe, Aljažev dom v Vratih,1015,Rjavina,2532,Tominškova pot,360,zelo zahtevna označena pot,1700,14366,9,2,"46,39185","13,88088",vrh
Julijske Alpe,Mlinarica,1089,Goličica,2101,,220,zahtevna neoznačena steza,1060,2820,8,6,"46,39976","13,77074",vrh
Julijske Alpe,Parkirišče pod Pl,1069,Velika Baba (Kanin),2148,preko Zg. Brda in sedla Med Baban,195,zahtevna označena pot,1079,1090,10,2,"46,3329","13,4494",vrh
Julijske Alpe,Vršič,1611,Šitna glava,2087,,80,lahka neoznačena steza,476,18703,8,4,"46,43914","13,73879",vrh
Julijske Alpe,Planina Blato,1147,Slatna,2077,,180,lahko brezpotje,930,7888,8,2,"46,32859","13,80486",vrh
Julijske Alpe,Konec ceste na Vogar,1350,Slatna,2077,mimo Grive,225,lahka neoznačena steza,940,340,10,1,"46,32859","13,80486",vrh
Julijske Alpe,Planina  Blato,1147,Slatna,2077,čez Kredo,200,lahko brezpotje,950,6527,8,1,"46,32859","13,80486",vrh
Julijske Alpe,Planina Blato,1147,Kreda,2025,čez Slatno,200,lahko brezpotje,950,8718,9,3,"46,32648","13,80956",vrh
Julijske Alpe,Planina  Blato,1147,Kreda,2025,direktna pot,170,lahka neoznačena steza,900,10233,8,2,"46,32648","13,80956",vrh
Julijske Alpe,Planina Krnica,1240,Lopa,2406,,240,zelo zahtevno brezpotje,1180,1020,10,4,"46,3703","13,49434",vrh
Julijske Alpe,Dom v Tamarju,1108,Kotovo sedlo,2134,mimo bivaka,195,delno zahtevna označena pot,1026,17427,8,1,"46,4304","13,68128",sedlo
Julijske Alpe,Dom v Tamarju,1108,Kotovo sedlo,2134,po melišču,195,lahka označena pot,1026,5276,8,1,"46,4304","13,68128",sedlo
Julijske Alpe,Aljažev dom v Vratih,1015,Mali Triglav,2725,čez Prag,330,zelo zahtevna označena pot,1710,11201,8,4,"46,37683","13,84315",vrh
Julijske Alpe,Dolina Kot,950,Mali Triglav,2725,,330,zelo zahtevna označena pot,1900,6939,8,2,"46,37683","13,84315",vrh
Julijske Alpe, Aljažev dom v Vratih,1015,Mali Triglav,2725,Tominškova pot,320,zelo zahtevna označena pot,1710,17122,8,2,"46,37683","13,84315",vrh
Julijske Alpe,Dolina Kot,950,Visoka Vrbanova špica,2408,pot Lojzeta Rekarja,300,zelo zahtevna označena pot,1580,34336,9,3,"46,39132","13,86163",vrh
Julijske Alpe,Konec ceste na Pokljuki,1340,Visoka Vrbanova špica,2408,,370,zelo zahtevna označena pot,1160,5551,10,1,"46,39132","13,86163",vrh
Julijske Alpe,Dolina Kot,950,Visoka Vrbanova špica,2408,mimo Staničevega doma,260,delno zahtevna označena pot,1458,14339,6,4,"46,39132","13,86163",vrh
Julijske Alpe,Aljažev dom v Vratih,1015,Visoka Vrbanova špica,2408,čez Prag,290,zahtevna označena pot,1393,6685,8,2,"46,39132","13,86163",vrh
Julijske Alpe,Dolina Krma,944,Visoka Vrbanova špica,2408,,335,lahka označena pot,1550,8916,8,2,"46,39132","13,86163",vrh
Julijske Alpe,Turkov rovt ,941,Visoka Vrbanova špica,2408,snežni pristop,260,lahko brezpotje,1467,5091,8,3,"46,39132","13,86163",vrh
Julijske Alpe,Planina Blato,1147,Ogradi,2087,,165,lahka neoznačena steza,1000,30179,9,7,"46,33469","13,83342",vrh
Julijske Alpe,Planina Blato,1147,Ogradi,2087,čez planino Krstenica,195,lahka neoznačena steza,1050,5002,10,3,"46,33469","13,83342",vrh
Julijske Alpe,Stara Fužina,600,Ogradi,2087,,300,lahka neoznačena steza,1620,580,10,1,"46,33469","13,83342",vrh
Julijske Alpe,Koča pri Savici,653,Lanževica,2003,čez Lepo Komno,300,lahka označena pot,1400,11523,8,3,"46,29681","13,72491",vrh
Julijske Alpe,Pod Zjabci,745,Lanževica,2003,po Rapalski meji,240,zahtevno brezpotje,1300,5866,10,1,"46,29681","13,72491",vrh
Julijske Alpe,Pod Zjabci,745,Lanževica,2003,čez Lepo Komno,300,lahka označena pot,1450,5011,10,1,"46,29681","13,72491",vrh
Julijske Alpe,Koča pri Savici,653,Lanževica,2003,čez Bogatinsko sedlo,300,lahka označena pot,1350,13407,8,4,"46,29681","13,72491",vrh
Julijske Alpe,Dom v Lepeni,700,Lanževica,2003,čez Bogatinsko sedlo,300,lahka označena pot,1350,3230,10,1,"46,29681","13,72491",vrh
Julijske Alpe,Planina Polog,457,Mahavšček,2008,čez planino Dobrenjščico,300,lahko brezpotje,1575,6409,10,2,"46,27747","13,73621",vrh
Julijske Alpe,Planina Polog,457,Mahavšček,2008,čez Prehodce,375,delno zahtevna označena pot,1635,4413,10,1,"46,27747","13,73621",vrh
Julijske Alpe,Koča pri Savici,653,Mahavšček,2008,čez vrh Bogatina,300,delno zahtevna označena pot,1415,13955,8,3,"46,27747","13,73621",vrh
Julijske Alpe,Dom v Lepeni,700,Mahavšček,2008,čez Bogatinsko sedlo,300,delno zahtevna označena pot,1410,2259,10,1,"46,27747","13,73621",vrh
Julijske Alpe, Koča pri Savici,653,Mahavšček,2008,čez planino Govnjač,300,lahka označena pot,1500,10244,8,2,"46,27747","13,73621",vrh
Julijske Alpe,Gozdec,1075,Dom Petra Skalarja na Kaninu,2260,,210,lahka označena pot,1250,15387,8,2,"46,35371","13,46864",koča
Julijske Alpe,D postaja,2202,Dom Petra Skalarja na Kaninu,2260,,45,zahtevna označena pot,120,12238,8,2,"46,35371","13,46864",koča
Julijske Alpe,Aljažev dom v Vratih,1015,Stenar,2501,čez Sovatno,315,delno zahtevna označena pot,1500,47801,9,8,"46,40795","13,81896",vrh
Julijske Alpe,Aljažev dom v Vratih,1015,Stenar,2501,čez Stenarska vratca,300,zahtevna neoznačena steza,1486,13110,10,2,"46,40795","13,81896",vrh
Julijske Alpe,Pišnica,850,Stenar,2501,čez Križ,410,zelo zahtevna označena pot,1810,300,10,1,"46,40795","13,81896",vrh
Julijske Alpe,Zadnjica,650,Stenar,2501,,360,lahka označena pot,1890,28902,9,4,"46,40795","13,81896",vrh
Julijske Alpe,Ruski križ,1000,Stenar,2501,čez Križ,375,zelo zahtevna označena pot,1750,14121,8,3,"46,40795","13,81896",vrh
Julijske Alpe,Mojstrana,675,Sleme,2077,,255,lahka označena pot,1402,49493,9,11,"46,45172","13,87177",vrh
Julijske Alpe,Nevejski Preval,1170,Prestreljenik,2499,mimo koče Gilberti,255,zahtevna označena pot,1350,14643,8,2,"46,36214","13,47237",vrh
Julijske Alpe,D postaja,2202,Prestreljenik,2499,,45,delno zahtevna označena pot,297,21920,8,4,"46,36214","13,47237",vrh
Julijske Alpe,Nevejski preval,1170,Prestreljenik,2499,pot 636,225,zahtevna označena pot,1350,10564,9,1,"46,36214","13,47237",vrh
Julijske Alpe,Nevejski preval,1170,Prestreljenik,2499,po smučarski progi,210,delno zahtevna označena pot,1329,10155,8,2,"46,36214","13,47237",vrh
Julijske Alpe,Gozdec,1075,Prestreljenik,2499,mimo doma Petra Skalarja,300,delno zahtevna označena pot,1500,11046,8,2,"46,36214","13,47237",vrh
Julijske Alpe,B postaja,1100,Prestreljenik,2499,čez Krnico,240,zahtevna označena pot,1399,12282,8,2,"46,36214","13,47237",vrh
Julijske Alpe,D postaja,2202,Prestreljenik,2499,mimo okna in po ferati - krožna pot,90,zelo zahtevna neoznačena steza,300,110,10,1,"46,36214","13,47237",vrh
Julijske Alpe,Planina Kuhinja,991,Batognica,2164,mimo jezera v Lužnici,240,lahka označena pot,1173,11172,9,1,"46,26349","13,66837",vrh
Julijske Alpe,Planina Polog,457,Batognica,2164,čez planino Sleme,345,lahka označena pot,1780,3859,10,1,"46,26349","13,66837",vrh
Julijske Alpe, Planina Polog,457,Batognica,2164,čez Prehodce,360,lahka označena pot,1770,4546,10,1,"46,26349","13,66837",vrh
Julijske Alpe,Krn,900,Batognica,2164,čez planino Sleme,280,lahka označena pot,1385,7555,10,2,"46,26349","13,66837",vrh
Julijske Alpe,Koča pri Savici,653,Batognica,2164,čez Prehodce,425,lahka označena pot,1765,4270,9,1,"46,26349","13,66837",vrh
Julijske Alpe,Planina Kuhinja,991,Batognica,2164,,200,delno zahtevna označena pot,1173,18756,9,1,"46,26349","13,66837",vrh
Julijske Alpe,Koča na planini Kuhinja,1002,Batognica,2164,,195,delno zahtevna označena pot,1162,1166,9,1,"46,26349","13,66837",vrh
Julijske Alpe,Dom v Lepeni,700,Batognica,2164,čez Krnsko škrbino,290,delno zahtevna označena pot,1464,11595,8,3,"46,26349","13,66837",vrh
Julijske Alpe,Dom v Lepeni,700,Batognica,2164,čez Prag,285,lahka neoznačena steza,1464,7088,6,3,"46,26349","13,66837",vrh
Julijske Alpe,Planina Blato,1147,Prevalski Stog,2075,čez Adama in Evo,220,lahko brezpotje,970,8188,8,1,"46,34432","13,8373",vrh
Julijske Alpe,Konec ceste na Pokljuki,1340,Prevalski Stog,2075,,300,delno zahtevna neoznačena pot,1050,3700,10,2,"46,34432","13,8373",vrh
